_id,hadith_number,book_id,narrator_chain_ids,hadith_title,ayat_ids,xref_id,xref_url,islmwy_page,book_page,hadith_status,book_name,page_title,chapter,chapter_id,section,sub_sections,matn_text,isnad_text,h_wa_haddathana,url,main_subj,main_subj_ids,tree_subj_ids,tree_subj_list
bukhari-00818,818,islamweb-0000,['bukhari-00818-00'],ما سمعت نبي الله صلى الله عليه وسلم يقول في الثوم فقال قال النبي صلى الله عليه وسلم,[],650809,https://www.islamweb.netnindex.php?page=hadith&LINKID=650809,bukhari-00821,293,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب ما جاء في الثوم الني والبصل والكراث- الجزء رقم1,باب ما جاء في الثوم الني والبصل والكراث,d4f3639cf9aeeeea15579bd32927a562,,,ما سمعت نبي الله صلى الله عليه وسلم يقول في الثوم فقال قال النبي صلى الله عليه وسلم من أكل من هذه الشجرة فلا يقربنا أو لا يصلين معنا,818 حدثنا أبو معمر قال حدثنا عبد الوارث عن عبد العزيز قال سأل رجل أنس بن مالك,0,https://www.islamweb.net/ar/library/content/0/821/,من أكل من هذه الشجرة فلا يقربنا,508aa185127841eab849cbfeaa9e9e68,['30256b1179ff2152a5e2a91b4b2cc8b7'],['اعتزال المسجد لمن أكل الثوم أو البصل أو به رائحة كريهة']
bukhari-00819,819,islamweb-0000,['bukhari-00819-00'],مع النبي صلى الله عليه وسلم على قبر منبوذ,[],650810,https://www.islamweb.netnindex.php?page=hadith&LINKID=650810,bukhari-00822,293,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,مع النبي صلى الله عليه وسلم على قبر منبوذ فأمهم وصفوا عليه فقلت يا أبا عمرو من حدثك فقال ابن عباس,819 حدثنا محمد بن المثنى قال حدثني غندر قال حدثنا شعبة قال سمعت سليمان الشيباني قال سمعت الشعبي قال أخبرني من مر,0,https://www.islamweb.net/ar/library/content/0/822/,فأمهم وصفوا عليه فقلت يا أبا عمرو من حدثك فقال ابن عباس,5e1c66a7aa782ba25c5ee9d0b5ee1f8f,"['628789d8f2e6bd019abc95d2ec674005', '617caed22d69d50533c5ae7428c7a39b']","['صلاة الجنازة على القبر بعد دفن الميت', 'أداء صلاة الجنازة في جماعة']"
bukhari-00820,820,islamweb-0000,['bukhari-00820-00'],عن النبي صلى الله عليه وسلم قال,[],650811,https://www.islamweb.netnindex.php?page=hadith&LINKID=650811,bukhari-00823,293,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,عن النبي صلى الله عليه وسلم قال الغسل يوم الجمعة واجب على كل محتلم,820 حدثنا علي بن عبد الله قال حدثنا سفيان قال حدثني صفوان بن سليم عن عطاء بن يسار عن أبي سعيد الخدري,0,https://www.islamweb.net/ar/library/content/0/823/,الغسل يوم الجمعة واجب على كل محتلم,05cfb359a839d7806e05c61646db2723,"['fa8276f466c93dce9180349bdd725c6f', '58859b59dcea81eb761ebbcbc4e4d2cc', '078c10a7cffa099860f53c509d2020f6', '8da84005a87182981c8118ceb56a62a4']","['غسل الجمعة', 'شروط وجوب الجمعة', 'الغسل والتطيب للجمعة', 'الصبي لا تجب عليه صلاة الجمعة']"
bukhari-00821,821,islamweb-0000,['bukhari-00821-00'],بت عند خالتي,[],650812,https://www.islamweb.netnindex.php?page=hadith&LINKID=650812,bukhari-00824,294,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,بت عند خالتي ميمونة ليلة فقام النبي صلى الله عليه وسلم فلما [ ص: 294 ] كان في بعض الليل قام رسول الله صلى الله عليه وسلم فتوضأ من شن معلق وضوءا خفيفا يخففه عمرو ويقلله جدا ثم قام يصلي فقمت فتوضأت نحوا مما توضأ ثم جئت فقمت عن يساره فحولني فجعلني عن يمينه ثم صلى ما شاء الله ثم اضطجع فنام حتى نفخ فأتاه المنادي يأذنه بالصلاة فقام معه إلى الصلاة فصلى ولم يتوضأ,821 حدثنا علي بن عبد الله قال أخبرنا سفيان عن عمرو قال أخبرني كريب عن ابن عباس رضي الله عنهما قال قلنا لعمرو إن ناسا يقولون إن النبي صلى الله عليه وسلم تنام عينه ولا ينام قلبه قال عمرو سمعت عبيد بن عمير يقول إن رؤيا الأنبياء وحي ثم قرأ إني أرى في المنام أني أذبحك,0,https://www.islamweb.net/ar/library/content/0/824/,فتوضأ من شن معلق وضوءا خفيفا يخففه عمرو ويقلله جدا ثم قام يصلي,5aa05e8fbf1c2aaaa2a283e5e4060ab2,"['90232441ed8306f720b577337829c549', 'ee83c6e5ff5fc110cbf5bf813393d7a3', '38928ee9c3dd17093e9b93584fea7756', 'ade261b44f6f8c38abec5171b941c6e9', '60dc2bfac610fca09ca1a58b1cbc285c', '4fc51175066cf0a8d87e00efd4be8a9c', '7ac2889cb576ddfd35d56c35c3b3fd36', '4e94b3c3d9b90f24fee2e66f10c26c48', '91ccc048a1ce6b0bcdf602b6e8c88197']","['نوم عيني النبي دون قلبه', 'أقل الجماعة', 'مكان صلاة التطوع', 'نوم عيون الأنبياء دون قلوبهم', 'الوضوء للصلاة', 'العمل اليسير في الصلاة للحاجة', 'موقف الإمام والمأموم إذا كانت الجماعة من اثنين', 'أداء صلاة القيام في جماعة في غير رمضان', 'قيام الليل']"
bukhari-00822,822,islamweb-0000,['bukhari-00822-00'],أن جدته,[],650813,https://www.islamweb.netnindex.php?page=hadith&LINKID=650813,bukhari-00825,294,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,أن جدته مليكة دعت رسول الله صلى الله عليه وسلم لطعام صنعته فأكل منه فقال قوموا فلأصلي بكم فقمت إلى حصير لنا قد اسود من طول ما لبث فنضحته بماء فقام رسول الله صلى الله عليه وسلم واليتيم معي والعجوز من ورائنا فصلى بنا ركعتين,822 حدثنا إسماعيل قال حدثني مالك عن إسحاق بن عبد الله بن أبي طلحة عن أنس بن مالك,0,https://www.islamweb.net/ar/library/content/0/825/,قوموا فلأصلي بكم فقمت إلى حصير لنا قد اسود من طول ما لبث فنضحته بماء,600f419e5f2627227e1194e58c9f9c7f,"['162f405105c0d22491a429af1a16aabc', '1f5530b855d65355bb704ecf88bd2ff9', '929870379a48b880063d9dabb2580ec9', '0dabee070311f585b891d03fa22c3bd5', '38928ee9c3dd17093e9b93584fea7756', '2a1bf1af2bd87991a05d005ce06a417a', '7a027c9ee34a742f7b79d91656c8756f']","['صلاة الجماعة', 'أمر الإمام من خلفه بتسوية الصفوف', 'صلاة المنفرد خلف الصف', 'كيفية صلاة التطوع', 'مكان صلاة التطوع', 'أمر الصبيان بالصلاة', 'الصلاة على الحصير']"
bukhari-00823,823,islamweb-0000,['bukhari-00823-00'],أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله صلى الله عليه وسلم,[],650814,https://www.islamweb.netnindex.php?page=hadith&LINKID=650814,bukhari-00826,294,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,أقبلت راكبا على حمار أتان وأنا يومئذ قد ناهزت الاحتلام ورسول الله صلى الله عليه وسلم يصلي بالناس بمنى إلى غير جدار فمررت بين يدي بعض الصف فنزلت وأرسلت الأتان ترتع ودخلت في الصف فلم ينكر ذلك علي أحد,823 حدثنا عبد الله بن مسلمة عن مالك عن ابن شهاب عن عبيد الله بن عبد الله بن عتبة عن ابن عباس رضي الله عنهما أنه قال,0,https://www.islamweb.net/ar/library/content/0/826/,يصلي بالناس بمنى إلى غير جدار,a6a2559a678b038f8091c96257b436c5,"['606ed698a036edf0a6cb2e77ee231669', '162f405105c0d22491a429af1a16aabc', '010470c9960dc02d7d37919015aaf384', 'c7918a1672328333bdd6deac03db9fdb', '23de262213328c4f47f6b19d51cc23fb', '3c4402155984c7f999f708db4297e846', 'fd617f0975d609fbff0df1fb9e814747']","['سماع الصغير', 'صلاة الجماعة', 'صلاة ركعتين بمنى', 'صفة السترة في الصلاة', 'حكم حج الصبي', 'تعليم الأبناء العلوم الشرعية الضرورية', 'المرور بين المصلي والسترة']"
bukhari-00824,824,islamweb-0000,['bukhari-00824-00'],أعتم رسول الله صلى الله عليه وسلم في العشاء حتى ناداه,[],650815,https://www.islamweb.netnindex.php?page=hadith&LINKID=650815,bukhari-00827,294,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,أعتم رسول الله صلى الله عليه وسلم في العشاء حتى ناداه عمر قد نام النساء والصبيان فخرج رسول الله صلى الله عليه وسلم فقال إنه ليس أحد من أهل الأرض يصلي هذه الصلاة غيركم ولم يكن أحد يومئذ يصلي غير أهل المدينة,824 حدثنا أبو اليمان قال أخبرنا شعيب عن الزهري قال أخبرني عروة بن الزبير أن عائشة قالت أعتم النبي صلى الله عليه وسلم وقال عياش حدثنا عبد الأعلى حدثنا معمر عن الزهري عن عروة عن عائشة رضي الله عنها قالت,0,https://www.islamweb.net/ar/library/content/0/827/,إنه ليس أحد من أهل الأرض يصلي هذه الصلاة غيركم,2480dd18419017f31fc5c2d89828c384,"['ee838cdc75fe10ad6c94ee87e9ae49bf', 'cf540f8ca27855a1251f487d6ba6b27a', '7a9d9df0fa8922e620472d9019e3816e', '4a8b1594b9a6914ef2f819391c4b7b9d']","['فضل الصلاة', 'تأخير العشاء', 'النوم قبل العشاء', 'فضل انتظار الصلاة في المسجد']"
bukhari-00825,825,islamweb-0000,['bukhari-00825-00'],قال له رجل شهدت الخروج مع رسول الله صلى الله عليه وسلم قال نعم ولولا مكاني منه ما شهدته يعني من صغره,[],650816,https://www.islamweb.netnindex.php?page=hadith&LINKID=650816,bukhari-00828,295,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور- الجزء رقم1,باب وضوء الصبيان ومتى يجب عليهم الغسل والطهور,33b939994c84ece127436cf39a50dc89,,,قال له رجل شهدت الخروج مع رسول الله صلى الله عليه وسلم قال نعم ولولا مكاني منه ما شهدته يعني من صغره أتى العلم الذي عند دار كثير بن الصلت ثم خطب ثم أتى النساء فوعظهن وذكرهن وأمرهن أن يتصدقن فجعلت المرأة تهوي بيدها إلى حلقها تلقي في ثوب بلال ثم أتى هو وبلال البيت,825 حدثنا عمرو بن علي قال حدثنا يحيى قال حدثنا سفيان حدثني عبد الرحمن بن عابس سمعت ابن عباس رضي الله عنهما,0,https://www.islamweb.net/ar/library/content/0/828/,أتى العلم الذي عند دار كثير بن الصلت ثم خطب ثم أتى النساء فوعظهن,8661ad5eabd97305cf6a61ac0666fe6f,"['d7025f8b75106c8bd03dc109c7339b72', '162f405105c0d22491a429af1a16aabc', '4cb574e4b4379aec6c54cba2314a668e', 'aee2e66b8b416f8b4ca5d22151da26ac', 'f33126a50ba515c4cc34e970fa8cea3c', 'a829efe06594e24cac463ce811ce7ecf', '5537644d0c02d5e555a6845507a2a728']","['الإمام وتعليم النساء', 'صلاة الجماعة', 'وقت صلاة العيدين', 'التزين بالحلي', 'حكم الصدقة', 'ما يستحب إيراده في خطبة العيدين', 'تخصيص النساء بخطبة يوم العيد']"
bukhari-00826,826,islamweb-0000,['bukhari-00826-00'],أعتم رسول الله صلى الله عليه وسلم بالعتمة حتى ناداه,[],650817,https://www.islamweb.netnindex.php?page=hadith&LINKID=650817,bukhari-00829,295,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب خروج النساء إلى المساجد بالليل والغلس- الجزء رقم1,باب خروج النساء إلى المساجد بالليل والغلس,2ff415d98de017141a885b190f840dfa,,,أعتم رسول الله صلى الله عليه وسلم بالعتمة حتى ناداه عمر نام النساء والصبيان فخرج النبي صلى الله عليه وسلم فقال ما ينتظرها أحد غيركم من أهل الأرض ولا يصلى يومئذ إلا بالمدينة وكانوا يصلون العتمة فيما بين أن يغيب الشفق إلى ثلث الليل الأول,826 حدثنا أبو اليمان قال أخبرنا شعيب عن الزهري قال أخبرني عروة بن الزبير عن عائشة رضي الله عنها قالت,0,https://www.islamweb.net/ar/library/content/0/829/,ما ينتظرها أحد غيركم من أهل الأرض ولا يصلى يومئذ إلا بالمدينة,49683b136132f8ee4ab94b32c18d0a8e,"['ee838cdc75fe10ad6c94ee87e9ae49bf', 'e241a0c3356397ba93028352138313b4', '8eea5cbb76b56302ea8538a81c19e428', 'cf540f8ca27855a1251f487d6ba6b27a', '7a9d9df0fa8922e620472d9019e3816e', '4a8b1594b9a6914ef2f819391c4b7b9d']","['فضل الصلاة', 'أول وقت العشاء', 'آخر وقت العشاء', 'تأخير العشاء', 'النوم قبل العشاء', 'فضل انتظار الصلاة في المسجد']"
bukhari-00827,827,islamweb-0000,['bukhari-00827-00'],عن النبي صلى الله عليه وسلم قال,[],650818,https://www.islamweb.netnindex.php?page=hadith&LINKID=650818,bukhari-00830,295,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب خروج النساء إلى المساجد بالليل والغلس- الجزء رقم1,باب خروج النساء إلى المساجد بالليل والغلس,2ff415d98de017141a885b190f840dfa,,,عن النبي صلى الله عليه وسلم قال إذا استأذنكم نساؤكم بالليل إلى المسجد فأذنوا لهن,827 حدثنا عبيد الله بن موسى عن حنظلة عن سالم بن عبد الله عن ابن عمر رضي الله عنهما تابعه شعبة عن الأعمش عن مجاهد عن ابن عمر عن النبي صلى الله عليه وسلم,0,https://www.islamweb.net/ar/library/content/0/830/,إذا استأذنكم نساؤكم بالليل إلى المسجد فأذنوا لهن,20ebecd0731dc213621f2480f5cc34f9,"['568226323fc6127e2e0e452d98375cbc', '25d86607fa6d01d22815ccf599e5b1aa']","['صلاة الجماعة في المسجد للنساء', 'عدم خروج الزوجة من البيت إلا بإذنه ( ملازمة المسكن )']"
bukhari-00828,828,islamweb-0000,['bukhari-00828-00'],nindex.php?page=treesubj&link=32810أن النساء في عهد رسول الله صلى الله عليه وسلم كن إذا سلمن من المكتوبة قمن وثبت رسول الله,[],650819,https://www.islamweb.netnindex.php?page=hadith&LINKID=650819,bukhari-00831,296,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب خروج النساء إلى المساجد بالليل والغلس- الجزء رقم1,باب خروج النساء إلى المساجد بالليل والغلس,2ff415d98de017141a885b190f840dfa,,,أن النساء في عهد رسول الله صلى الله عليه وسلم كن إذا سلمن من المكتوبة قمن وثبت رسول الله صلى الله عليه وسلم ومن صلى من الرجال [ ص: 296 ] ما شاء الله فإذا قام رسول الله صلى الله عليه وسلم قام الرجال,828 حدثنا عبد الله بن محمد حدثنا عثمان بن عمر أخبرنا يونس عن الزهري قال حدثتني هند بنت الحارث أن أم سلمة زوج النبي صلى الله عليه وسلم أخبرتها,0,https://www.islamweb.net/ar/library/content/0/831/,أن النساء في عهد رسول الله صلى الله عليه وسلم كن إذا سلمن من المكتوبة قمن وثبت رسول الله,55e7a6d3627d0172df46e4c097cd5ec4,['7d02d412ecdb40f540a14d901055f7ba'],['مكث الإمام في مصلاه بعد السلام']
bukhari-00829,829,islamweb-0000,['bukhari-00829-00'],إن كان رسول الله صلى الله عليه وسلم,[],650820,https://www.islamweb.netnindex.php?page=hadith&LINKID=650820,bukhari-00832,296,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب خروج النساء إلى المساجد بالليل والغلس- الجزء رقم1,باب خروج النساء إلى المساجد بالليل والغلس,2ff415d98de017141a885b190f840dfa,,,إن كان رسول الله صلى الله عليه وسلم ليصلي الصبح فينصرف النساء متلفعات بمروطهن ما يعرفن من الغلس,829 حدثنا عبد الله بن مسلمة عن مالك ح وحدثنا عبد الله بن يوسف قال أخبرنا مالك عن يحيى بن سعيد عن عمرة بنت عبد الرحمن عن عائشة قالت,1,https://www.islamweb.net/ar/library/content/0/832/,ليصلي الصبح فينصرف النساء متلفعات بمروطهن,9ec4fac16d5d0610061425264f732bdc,"['568226323fc6127e2e0e452d98375cbc', 'ee51e4935544d06f15bce4327cdeae1e', 'f6f2c05d976379f14b2cde15911c3251', 'e3d1d10b1b1c09041006be8fa5623b7c', 'b53a1d182e9f7f24613d732e00f99c0a']","['صلاة الجماعة في المسجد للنساء', 'حجاب المرأة', 'صفة ما تلبسه المرأة في الصلاة', 'تعجيل الفجر', 'دخول النساء المسجد']"
bukhari-00830,830,islamweb-0000,['bukhari-00830-00'],قال رسول الله صلى الله عليه وسلم,[],650821,https://www.islamweb.netnindex.php?page=hadith&LINKID=650821,bukhari-00833,296,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب خروج النساء إلى المساجد بالليل والغلس- الجزء رقم1,باب خروج النساء إلى المساجد بالليل والغلس,2ff415d98de017141a885b190f840dfa,,,قال رسول الله صلى الله عليه وسلم إني لأقوم إلى الصلاة وأنا أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي كراهية أن أشق على أمه,830 حدثنا محمد بن مسكين قال حدثنا بشر بن بكر أخبرنا الأوزاعي حدثني يحيى بن أبي كثير عن عبد الله بن أبي قتادة الأنصاري عن أبيه قال,0,https://www.islamweb.net/ar/library/content/0/833/,إني لأقوم إلى الصلاة وأنا أريد أن أطول فيها فأسمع بكاء الصبي فأتجوز في صلاتي,5f50e73b59bcc4d143db86adfa1d8fbe,"['14be1731b7c3bf1ed34a1ef1da5b4b3b', '568226323fc6127e2e0e452d98375cbc', '1af34709b8e0f3cac57947fd476cbab4']","['رحمة النبي', 'صلاة الجماعة في المسجد للنساء', 'تخفيف الإمام القراءة والأذكار في الصلاة']"
bukhari-00831,831,islamweb-0000,['bukhari-00831-00'],,[],650821,,bukhari-00834,296,Sahih,,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب خروج النساء إلى المساجد بالليل والغلس- الجزء رقم1,المكتبة الإسلامية,a2a3329aea5be43705ca2dbab6740d03,,,لو أدرك رسول الله صلى الله عليه وسلم ما أحدث النساء لمنعهن,831 حدثنا عبد الله بن يوسف قال أخبرنا مالك عن يحيى بن سعيد عن عمرة عن عائشة رضي الله عنها قالت كما منعت نساء بني إسرائيل قلت لعمرة أومنعن قالت نعم,0,https://www.islamweb.net/ar/library/content/0/834/,لو أدرك رسول الله صلى الله عليه وسلم ما أحدث النساء لمنعهن,5763484d935f18520bd2f26de4dc4201,['568226323fc6127e2e0e452d98375cbc'],['صلاة الجماعة في المسجد للنساء']
bukhari-00832,832,islamweb-0000,['bukhari-00832-00'],كان رسول الله صلى الله عليه وسلم,[],650823,https://www.islamweb.netnindex.php?page=hadith&LINKID=650823,bukhari-00835,296,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب صلاة النساء خلف الرجال- الجزء رقم1,باب صلاة النساء خلف الرجال,b862a9514c48e0dea57e43cff2a7f322,,,كان رسول الله صلى الله عليه وسلم إذا سلم قام النساء حين يقضي تسليمه ويمكث هو في مقامه يسيرا قبل أن يقوم,832 حدثنا يحيى بن قزعة قال حدثنا إبراهيم بن سعد عن الزهري عن هند بنت الحارث عن أم سلمة رضي الله عنها قالت قال نرى والله أعلم أن ذلك كان لكي ينصرف النساء قبل أن يدركهن أحد من الرجال,0,https://www.islamweb.net/ar/library/content/0/835/,إذا سلم قام النساء حين يقضي تسليمه ويمكث هو في مقامه يسيرا قبل أن يقوم,8729a318847bfbbd445b702a9ca76038,"['a6dacd91a115149262fb0c8e615acda5', '568226323fc6127e2e0e452d98375cbc', '7d02d412ecdb40f540a14d901055f7ba']","['من آداب المعلم رد العلم إلى الله', 'صلاة الجماعة في المسجد للنساء', 'مكث الإمام في مصلاه بعد السلام']"
bukhari-00833,833,islamweb-0000,['bukhari-00833-00'],nindex.php?page=treesubj&link=1608_1674_24996_23455_26773صلى النبي صلى الله عليه وسلم في بيت أم سليم  فقمت ويتيم خلفه  nindex.php?page=showalam&ids=11088وأم سليم  خلفنا,[],650824,https://www.islamweb.netnindex.php?page=hadith&LINKID=650824,bukhari-00836,296,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب صلاة النساء خلف الرجال- الجزء رقم1,باب صلاة النساء خلف الرجال,b862a9514c48e0dea57e43cff2a7f322,,,صلى النبي صلى الله عليه وسلم في بيت أم سليم فقمت ويتيم خلفه وأم سليم خلفنا,833 حدثنا أبو نعيم قال حدثنا ابن عيينة عن إسحاق بن عبد الله عن أنس بن مالك رضي الله عنه قال,0,https://www.islamweb.net/ar/library/content/0/836/,صلى النبي صلى الله عليه وسلم في بيت أم سليم فقمت ويتيم خلفه وأم سليم خلفنا,83a7e1b1aa8cebb3a9f1a475f84b0dbe,"['162f405105c0d22491a429af1a16aabc', '1f5530b855d65355bb704ecf88bd2ff9', '929870379a48b880063d9dabb2580ec9', '38928ee9c3dd17093e9b93584fea7756', '2a1bf1af2bd87991a05d005ce06a417a']","['صلاة الجماعة', 'أمر الإمام من خلفه بتسوية الصفوف', 'صلاة المنفرد خلف الصف', 'مكان صلاة التطوع', 'أمر الصبيان بالصلاة']"
bukhari-00834,834,islamweb-0000,['bukhari-00834-00'],أن رسول الله صلى الله عليه وسلم كان,[],650825,https://www.islamweb.netnindex.php?page=hadith&LINKID=650825,bukhari-00837,297,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب سرعة انصراف النساء من الصبح وقلة مقامهن في المسجد- الجزء رقم1,باب سرعة انصراف النساء من الصبح وقلة مقامهن في المسجد,b17b7c5cadb1a88185d337a3a863c32b,,,أن رسول الله صلى الله عليه وسلم كان يصلي الصبح بغلس فينصرفن نساء المؤمنين لا يعرفن من الغلس أو لا يعرف بعضهن بعضا,834 حدثنا يحيى بن موسى حدثنا سعيد بن منصور حدثنا فليح عن عبد الرحمن [ ص: 297 ] بن القاسم عن أبيه عن عائشة رضي الله عنها,0,https://www.islamweb.net/ar/library/content/0/837/,يصلي الصبح بغلس فينصرفن نساء المؤمنين لا يعرفن من الغلس,ea114aa052e3724225385b6c5fc07dbc,"['568226323fc6127e2e0e452d98375cbc', 'ee51e4935544d06f15bce4327cdeae1e', 'f6f2c05d976379f14b2cde15911c3251', 'e3d1d10b1b1c09041006be8fa5623b7c', 'b53a1d182e9f7f24613d732e00f99c0a']","['صلاة الجماعة في المسجد للنساء', 'حجاب المرأة', 'صفة ما تلبسه المرأة في الصلاة', 'تعجيل الفجر', 'دخول النساء المسجد']"
bukhari-00835,835,islamweb-0000,['bukhari-00835-00'],عن النبي صلى الله عليه وسلم,[],650826,https://www.islamweb.netnindex.php?page=hadith&LINKID=650826,bukhari-00838,297,Sahih,أبواب صفة الصلاة,إسلام ويب  - صحيح البخاري - أبواب صفة الصلاة - باب استئذان المرأة زوجها بالخروج إلى المسجد- الجزء رقم1,باب استئذان المرأة زوجها بالخروج إلى المسجد,95762ffdcef7815d6642c6043f4fca8d,,,عن النبي صلى الله عليه وسلم إذا استأذنت امرأة أحدكم فلا يمنعها,835 حدثنا مسدد حدثنا يزيد بن زريع عن معمر عن الزهري عن سالم بن عبد الله عن أبيه,0,https://www.islamweb.net/ar/library/content/0/838/,إذا استأذنت امرأة أحدكم فلا يمنعها,e342f9d96527e94f2f2158c932f48bf1,"['568226323fc6127e2e0e452d98375cbc', '25d86607fa6d01d22815ccf599e5b1aa']","['صلاة الجماعة في المسجد للنساء', 'عدم خروج الزوجة من البيت إلا بإذنه ( ملازمة المسكن )']"
bukhari-00836,836,islamweb-0000,['bukhari-00836-00'],أنه سمع رسول الله صلى الله عليه وسلم يقول,[],650827,https://www.islamweb.netnindex.php?page=hadith&LINKID=650827,bukhari-00839,299,Sahih,كتاب الجمعة,إسلام ويب  - صحيح البخاري - كتاب الجمعة - باب فرض الجمعة- الجزء رقم1,باب فرض الجمعة,c192706d4123744256ec5eb22e8b3520,,,أنه سمع رسول الله صلى الله عليه وسلم يقول نحن الآخرون السابقون يوم القيامة بيد أنهم أوتوا الكتاب من قبلنا ثم هذا يومهم الذي فرض عليهم فاختلفوا فيه فهدانا الله فالناس لنا فيه تبع اليهود غدا والنصارى بعد غد,836 حدثنا أبو اليمان قال أخبرنا شعيب قال حدثنا أبو الزناد أن عبد الرحمن بن هرمز الأعرج مولى ربيعة بن الحارث حدثه أنه سمع أبا هريرة رضي الله عنه,0,https://www.islamweb.net/ar/library/content/0/839/,نحن الآخرون السابقون يوم القيامة بيد أنهم أوتوا الكتاب من قبلنا,bf63f70771e1977bd797da15a47afb66,"['ca6ab803d0622cee1172f363c95a57a8', 'afa2892251f3abb5ef5d983cbb1b71e4', '175e74b5e043727677ee9a64690b3b23', '5ec0661b9eec1aae87c9f016b4c6f6fc', 'c1b57ad77b96aa3fcac28c00b71f73fc', '83064f75d672968af94ff50614f05889', '40090ee6cce70a2586b035506a4dc507']","['الإيمان بالكتب المنزلة', 'تعريف الإسلام وفضله', 'عيد اليهود', 'عيد النصارى', 'فضل صلاة الجمعة ويومها', 'تفاضل أهل الأديان', 'أفضلية الأمة المحمدية']"
bukhari-00837,837,islamweb-0000,['bukhari-00837-00'],أن رسول الله صلى الله عليه وسلم قال,[],650828,https://www.islamweb.netnindex.php?page=hadith&LINKID=650828,bukhari-00840,298,Sahih,كتاب الجمعة,إسلام ويب  - صحيح البخاري - كتاب الجمعة - باب فضل الغسل يوم الجمعة وهل على الصبي شهود يوم الجمعة أو على النساء- الجزء رقم1,باب فضل الغسل يوم الجمعة وهل على الصبي شهود يوم الجمعة أو على النساء,632d833bf46f9c1cefcdf9f4ea8f35e0,,,أن رسول الله صلى الله عليه وسلم قال إذا جاء أحدكم الجمعة فليغتسل,837 حدثنا عبد الله بن يوسف قال أخبرنا مالك عن نافع عن عبد الله بن عمر رضي الله عنهما,0,https://www.islamweb.net/ar/library/content/0/840/,إذا جاء أحدكم الجمعة فليغتسل,755f4d783b56f5b0ee32eef9a84dca94,"['fa8276f466c93dce9180349bdd725c6f', '078c10a7cffa099860f53c509d2020f6']","['غسل الجمعة', 'الغسل والتطيب للجمعة']"
